MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368239110,2022-03-31T01:58:38,27.7683,-82.62835,0.0,111.0,89.0,GANDY DANCER,IMO123456789,CZA2084,37.0,0.0,18.0,6.0,2.0,37.0,A
367494690,2022-03-31T17:21:28,27.9401,-82.45502,0.0,360.0,511.0,LOST PEARL,IMO0000000,WDF8423,90.0,,20.0,6.0,,,B
366768480,2022-03-31T07:58:34,29.12192,-90.20735,0.0,65.8,34.0,CROSBY CRUSADER,IMO8964616,WCZ3649,31.0,0.0,30.0,9.0,3.9,52.0,A
367524510,2022-03-31T14:13:48,41.09962,-72.36112,0.0,295.6,511.0,DILIGENCE,IMO8038326,WDG3289,30.0,,23.0,6.0,,,B
367602540,2022-03-31T21:57:44,29.21632,-90.22052,0.0,238.5,210.0,JOHN JACOB,IMO9732280,WDH2922,60.0,0.0,62.0,9.0,3.0,60.0,A
316022038,2022-03-31T00:38:33,49.22447,-123.21378,7.8,111.6,511.0,OCEAN GORDON,,,31.0,15.0,14.0,5.0,0.5,52.0,A
367053620,2022-03-31T08:51:30,29.60288,-89.8664,0.1,281.7,511.0,MISS EFFIE,,WYR3654,60.0,0.0,13.0,4.0,,30.0,A
367106130,2022-03-31T15:42:58,30.29128,-91.22757,6.3,135.3,511.0,MERLIN BANTA,,WDC9741,31.0,15.0,36.0,8.0,,31.0,A
367104060,2022-03-31T20:42:26,34.36263,-119.55249,11.3,241.8,335.0,ALAN T,IMO8982577,WDC9571,60.0,0.0,28.0,7.0,,42.0,A
368141510,2022-03-31T19:37:43,40.70425,-73.97605,0.0,138.7,293.0,WHITE SANDS,,WDL5481,60.0,0.0,26.0,8.0,0.0,60.0,A
338393467,2022-03-31T18:25:39,30.35086,-81.44929,0.1,360.0,67.0,MILKY WAY,IMO0000000,,37.0,,12.0,3.0,,,B
636017670,2022-03-31T16:21:16,36.90498,-76.32665,0.0,90.2,353.0,AL SAFAT,IMO9349497,D5MD9,70.0,5.0,306.0,40.0,12.2,70.0,A
338207534,2022-03-31T08:36:57,37.83126,-76.2857,0.1,64.5,511.0,MARISOL,IMO0000000,,37.0,,12.0,5.0,,,B
338173000,2022-03-31T17:25:01,29.34918,-90.24685,0.2,230.9,511.0,MR CADE,IMO9307774,WDH4027,60.0,5.0,49.0,9.0,1.9,60.0,A
338459000,2022-03-31T23:36:02,13.9661,144.49455,16.1,176.4,173.0,CMA CGM HERODOTE,IMO9360142,KGMQ,70.0,0.0,170.0,27.0,7.3,70.0,A
367512930,2022-03-31T16:49:18,37.04596,-88.53979,0.0,272.7,137.0,ANGIE A,,WDG2175,31.0,12.0,21.0,,,57.0,A
367702470,2022-03-31T04:50:31,30.00396,-90.79656,0.0,128.1,223.0,SAFETY LEGEND,,WDI4831,31.0,0.0,21.0,8.0,,31.0,A
338100519,2022-03-31T13:24:56,37.00702,-88.22351,0.0,0.0,511.0,GRUMPY,,,37.0,,17.0,5.0,,,B
366999413,2022-03-31T11:47:52,40.68415,-74.07207,6.1,133.8,131.0,GELBERMAN,,AEUV,90.0,0.0,26.0,,,98.0,A
338305459,2022-03-31T01:58:44,25.76119,-80.14315,0.0,360.0,269.0,WKENDBERNIES,IMO0000000,WKENDB,37.0,,21.0,7.0,,,B
309764000,2022-03-31T08:27:29,48.67886,-123.25275,10.6,175.3,176.0,KITE ARROW,IMO9077082,C6ON2,70.0,0.0,199.0,32.0,13.5,70.0,A
367507690,2022-03-31T00:37:08,42.26151,-90.42255,0.1,360.0,511.0,RIVER RAT,,WDF9680,52.0,15.0,10.0,3.0,2.0,52.0,A
367163760,2022-03-31T02:53:36,29.32896,-94.77332,0.0,335.6,511.0,GIBB GILCHRIST,IMO8643171,WDJ3397,60.0,0.0,80.0,20.0,,60.0,A
369970732,2022-03-31T15:04:40,41.42399,-90.9428,7.4,291.3,511.0,GORDON M STEVENS,,APPLY,90.0,0.0,37.0,10.0,2.4,52.0,A
367394940,2022-03-31T03:22:01,28.41571,-80.62344,0.0,188.8,179.0,ESCAMBIA,IMO9190951,WDE7575,31.0,0.0,27.0,15.0,1.6,31.0,A
367566130,2022-03-31T08:10:55,30.16205,-91.35974,0.0,334.8,511.0,SEACAT,,WDG7322,31.0,0.0,15.0,6.0,,52.0,A
367596760,2022-03-31T08:49:49,40.63878,-74.19284,0.0,16.5,215.0,CAPTAIN D,IMO8424587,WDH2354,31.0,0.0,27.0,7.0,3.0,52.0,A
636020369,2022-03-31T18:01:08,24.68878,-95.64587,2.8,297.4,222.0,CYAN NOVA,IMO9534004,D5YW9,80.0,0.0,333.0,60.0,11.0,80.0,A
367430070,2022-03-31T00:16:51,18.38703,-64.70171,0.1,183.6,511.0,DOWNSHIFTING,,WDF2629,37.0,0.0,14.0,5.0,,0.0,A
367071960,2022-03-31T06:39:53,37.95177,-121.32676,102.3,360.0,511.0,CLEO J BRUSCO,,WDC7480,31.0,0.0,21.0,7.0,,99.0,A
338229343,2022-03-31T06:09:01,36.83125,-75.97642,0.0,99.1,511.0,LURE EM INN,,,37.0,,15.0,,,,B
338065964,2022-03-31T07:18:47,30.27729,-81.71284,0.0,214.1,511.0,M/V COPEING,,WAE8888,37.0,0.0,19.0,6.0,1.5,37.0,A
367165270,2022-03-31T08:21:47,47.6348,-122.3284,0.1,203.9,511.0,CAMAI,,WDD5880,30.0,0.0,33.0,10.0,,30.0,A
366817510,2022-03-31T22:45:21,34.16794,-119.22766,0.0,0.0,511.0,MON AMIE',,WDA5193,37.0,,11.0,3.0,,,B
367339380,2022-03-31T14:13:53,26.09059,-80.17547,0.1,231.0,511.0,VIVERE,,WDE3461,37.0,11.0,30.0,7.0,,37.0,A
368032610,2022-03-31T18:19:59,30.72652,-88.05583,0.0,289.5,331.0,GENERAL ASHBURN,IMO0000039,WDK2121,90.0,0.0,32.0,9.0,9.0,32.0,A
366997390,2022-03-31T10:22:33,29.72287,-84.98028,0.0,122.1,511.0,CHARLES J CENAC,,WDC2762,31.0,5.0,18.0,7.0,,52.0,A
636016975,2022-03-31T05:35:52,25.73052,-80.06891,9.1,171.1,168.0,SEABOARD PATRIOT,IMO9395551,D5IR5,70.0,0.0,139.0,22.0,7.4,79.0,A
368130870,2022-03-31T23:40:07,40.70197,-73.97364,0.9,140.6,137.0,H91,,WDL4384,60.0,0.0,0.0,0.0,2.0,60.0,A
338313435,2022-03-31T08:16:57,36.9245,-76.18914,0.0,360.0,511.0,KNOT AT WORK,IMO0000000,,37.0,,14.0,4.0,,,B
316011407,2022-03-31T18:48:57,48.68966,-123.40996,0.0,57.5,235.0,COASTAL RENAISSANCE,IMO9332755,CFN4888,60.0,0.0,159.0,28.0,5.8,60.0,A
367488280,2022-03-31T20:05:44,47.65902,-122.37921,0.0,355.1,511.0,MUSKRAT,IMO5244259,WDF7801,30.0,9.0,25.0,8.0,2.9,30.0,A
368078410,2022-03-31T22:38:53,38.97333,-76.48281,0.1,360.0,511.0,HONDO,IMO0000000,WDK6818,37.0,,14.0,7.0,,,B
368115350,2022-03-31T20:23:12,43.75177,-70.10809,0.0,360.0,338.0,INDEPENDENCE,IMO0000000,WDL2784,60.0,,18.0,9.0,,,B
367524680,2022-03-31T23:26:58,38.22012,-85.85488,7.4,229.8,511.0,MADISEN ANN,,WDG3305,31.0,15.0,21.0,,,31.0,A
367610960,2022-03-31T11:49:46,29.55334,-88.65999,0.0,242.9,197.0,JAMIE G EYMARD,IMO9696137,WDH3792,90.0,1.0,47.0,20.0,2.3,0.0,A
367667630,2022-03-31T12:21:19,21.26351,-157.64107,7.4,277.2,511.0,PACIFIC DRAGON,IMO8956774,WDH9397,30.0,,24.0,7.0,,,B
367680660,2022-03-31T14:11:56,27.92797,-82.42843,1.8,164.5,511.0,RAVEN,IMO8856285,WDI2683,30.0,15.0,23.0,6.0,,0.0,A
367139770,2022-03-31T06:43:50,36.95333,-76.32883,0.0,246.0,511.0,KERRY MORAN,IMO6185826,WDD4068,31.0,5.0,32.0,8.0,4.8,52.0,A
431605000,2022-03-31T00:30:49,46.09533,-122.93513,9.2,115.1,115.0,VICTORIOUS ACE,IMO9610406,7KKN,70.0,0.0,200.0,32.0,8.5,70.0,A
338060234,2022-03-31T09:44:31,47.67855,-122.40967,0.0,360.0,511.0,TURTLE CRAWL,IMO0000000,,36.0,,14.0,4.0,,,B
367486750,2022-03-31T21:50:40,30.03933,-93.33437,0.0,270.1,177.0,TRISTAN K,IMO9636773,WDF7657,31.0,5.0,30.0,12.0,4.1,52.0,A
366978210,2022-03-31T18:19:52,29.32767,-94.77371,0.0,325.0,511.0,DEWITT C GREER,IMO9102019,WCP3759,60.0,0.0,80.0,19.0,3.4,66.0,A
366998680,2022-03-31T12:56:54,37.82175,-122.3108,0.0,360.0,511.0,PATRIOT,IMO8332473,WDC2859,31.0,5.0,28.0,10.0,3.6,52.0,A
367354360,2022-03-31T11:00:25,41.35533,-72.0915,0.0,20.0,110.0,CAPE HENLOPEN,IMO5381978,WM5958,60.0,0.0,96.0,15.0,3.0,60.0,A
368072050,2022-03-31T12:49:48,29.85475,-91.41464,10.1,134.2,123.0,BOWIE,,WDK6183,57.0,12.0,119.0,34.0,3.1,57.0,A
367028880,2022-03-31T10:20:32,29.61426,-95.01259,0.0,329.3,511.0,DINO JOHN,,WCX6387,31.0,0.0,15.0,6.0,,52.0,A
367007770,2022-03-31T06:36:42,29.56645,-90.38665,7.3,19.6,511.0,LADY JOSIE,,WDC3433,31.0,0.0,19.0,8.0,,57.0,A
368099320,2022-03-31T04:20:37,29.59647,-94.94292,4.4,326.5,511.0,CYNTHIA K,IMO1294530,WDK8982,57.0,0.0,117.0,34.0,2.4,57.0,A
338365776,2022-03-31T21:11:38,36.90391,-76.06683,0.0,360.0,511.0,REEL BLONDE,IMO0000000,,37.0,,6.0,3.0,,,B
367498910,2022-03-31T08:45:31,29.65825,-91.4254,10.1,293.4,511.0,DELTA RULER,IMO8037164,WDF8818,31.0,0.0,20.0,7.0,,52.0,A
538009620,2022-03-31T18:23:52,28.02245,-90.59592,12.2,263.0,261.0,GRACEFUL GERTRUDE,IMO9370408,V7A4965,79.0,0.0,179.0,28.0,8.9,79.0,A
366832740,2022-03-31T04:43:46,41.48604,-74.00661,0.0,357.7,8.0,CHRISTIAN REINAUER,IMO9263289,WDA6472,31.0,5.0,37.0,12.0,5.8,12.0,A
316011736,2022-03-31T00:44:48,49.16878,-123.93482,0.0,258.3,102.0,NANAIMO PORTSECURITY,,,50.0,0.0,,,,50.0,A
367002220,2022-03-31T02:58:53,38.56206,-121.54579,0.0,354.4,511.0,DORINE BRUSCO,IMO8034851,WDC3068,31.0,0.0,30.0,8.0,3.9,52.0,A
367315540,2022-03-31T04:17:33,25.76442,-80.14526,0.1,265.9,511.0,FLAMINGO,,FLAMING,69.0,0.0,30.0,16.0,0.0,69.0,A
367041550,2022-03-31T16:47:47,30.10428,-90.9723,0.0,135.8,291.0,KEVIN CONWAY,IMO8992338,WDC5466,31.0,12.0,42.0,11.0,,31.0,A
367768450,2022-03-31T09:15:41,29.91152,-90.11578,0.1,105.3,1.0,SOUTH CAROLINA,,WDJ3489,31.0,0.0,,,,52.0,A
338339802,2022-03-31T00:36:20,48.10777,-122.7732,0.0,23.1,511.0,SOL DUC,IMO0000000,,30.0,,4.0,4.0,,,B
338233531,2022-03-31T10:44:12,47.62905,-122.39105,0.0,360.0,511.0,CATALYST,IMO0000000,,36.0,,14.0,4.0,,,B
367096360,2022-03-31T03:10:49,30.0809,-93.32747,0.0,344.6,261.0,TIM BURNS,,WDC9010,31.0,0.0,26.0,9.0,,31.0,A
477183900,2022-03-31T05:54:39,40.68107,-74.14993,0.0,168.5,308.0,COSCO JASMINE,IMO9785768,VRRY2,71.0,5.0,365.0,48.0,14.7,71.0,A
366766090,2022-03-31T19:38:58,26.09168,-80.1779,0.0,55.0,511.0,DESTINY,,WCZ2621,37.0,0.0,28.0,,,37.0,A
564187000,2022-03-31T06:07:59,29.96172,-90.2959,0.4,317.9,237.0,FSL SINGAPORE,IMO9311725,9VVN2,80.0,1.0,183.0,32.0,12.5,80.0,A
319017100,2022-03-31T16:50:03,26.77832,-80.05281,0.0,0.0,1.0,CORINTHIAN,IMO1005837,ZGAH2,37.0,15.0,39.0,9.0,2.8,0.0,A
338432955,2022-03-31T16:32:28,37.55991,-122.26999,0.1,360.0,511.0,RESCUE JET SKI 28D,IMO0000000,WDL9654,51.0,,0.0,0.0,,,B
368010420,2022-03-31T22:42:46,40.60938,-74.204,7.9,184.0,181.0,KRISTIN POLING,IMO9378759,WDJ7820,31.0,0.0,35.0,10.0,4.4,57.0,A
367719060,2022-03-31T18:00:06,38.18308,-81.34537,0.0,360.0,511.0,AUDREY HECKMAN,,WDI6473,31.0,15.0,17.0,,,0.0,A
367541690,2022-03-31T13:23:01,29.96187,-90.29739,1.0,55.5,511.0,LOUISIANA LAGNIAPPE,,WDG4942,31.0,0.0,19.0,,,90.0,A
316006155,2022-03-31T12:44:52,49.20118,-123.03414,0.0,15.9,126.0,DD CATHERWOOD,IMO7391965,CZ5502,31.0,5.0,21.0,7.0,3.0,32.0,A
367473510,2022-03-31T10:15:29,32.69029,-80.22369,0.0,315.0,511.0,ISLAND EXPRESS,,WDF6367,31.0,0.0,16.0,6.0,,52.0,A
538004742,2022-03-31T15:04:43,29.64488,-91.10612,0.0,350.5,511.0,BRAVANTE V,IMO9645619,V7YV5,90.0,0.0,86.0,18.0,5.9,70.0,A
367702730,2022-03-31T12:56:04,30.38686,-88.85112,5.1,91.8,511.0,TREY PAUL,IMO8644462,WDI4854,31.0,0.0,19.0,7.0,,31.0,A
367616140,2022-03-31T00:17:04,29.46578,-92.29123,1.3,99.5,511.0,THIEN THANH,IMO8969434,WDH4287,30.0,,25.0,7.0,,,B
367002060,2022-03-31T07:36:21,29.6772,-91.22479,0.0,249.7,511.0,MISS KERRILYN,,WDC3054,31.0,0.0,19.0,7.0,,52.0,A
338416267,2022-03-31T04:48:10,47.33438,-122.58383,0.3,360.0,511.0,TNT,IMO0000000,,37.0,,16.0,5.0,,,B
368009880,2022-03-31T23:58:02,41.57348,-88.07652,3.5,194.3,511.0,DELBERT E KNOY,,WDJ7763,31.0,1.0,25.0,9.0,,31.0,A
538070338,2022-03-31T10:54:54,26.09695,-80.16319,0.0,24.1,90.0,KAUHALE KAI,,V7MC9,37.0,0.0,23.0,7.0,,37.0,A
367057530,2022-03-31T12:11:38,29.9353,-90.14215,0.1,242.0,168.0,SONNY IVEY,,WDC6528,31.0,0.0,40.0,10.0,,31.0,A
368941000,2022-03-31T14:59:51,44.10396,-69.10112,0.2,277.0,97.0,CG ABBIE BURGESS,IMO9155602,NVAF,90.0,0.0,53.0,10.0,2.4,55.0,A
367563360,2022-03-31T20:30:13,29.2511,-89.35813,0.1,261.2,511.0,DUTCH GIRL,IMO8660088,WDG7047,60.0,0.0,37.0,8.0,,60.0,A
636016975,2022-03-31T05:34:31,25.73394,-80.06959,9.4,168.0,168.0,SEABOARD PATRIOT,IMO9395551,D5IR5,70.0,0.0,139.0,22.0,7.4,79.0,A
367647270,2022-03-31T20:18:31,34.37394,-120.16424,0.6,313.1,328.0,JOHN HENRY,IMO8978174,WDH7347,60.0,0.0,29.0,7.0,,39.0,A
367169710,2022-03-31T15:20:46,39.2441,-76.60294,0.0,77.2,511.0,CAPT TED,,WDD6210,31.0,0.0,20.0,7.0,,52.0,A
366963160,2022-03-31T21:35:13,38.87484,-82.14127,0.0,227.3,166.0,HARRY R JACOBSON,,WDB8713,31.0,12.0,43.0,13.0,,57.0,A
367610550,2022-03-31T04:01:17,29.96868,-93.85975,0.0,219.8,217.0,MISS CAROLINE,,WDH3754,31.0,12.0,22.0,,,52.0,A
366998090,2022-03-31T22:50:42,49.15528,-123.00567,0.0,315.0,63.0,MAUNA LOA,IMO5229704,WDC2819,31.0,0.0,36.0,8.0,4.1,32.0,A
367403580,2022-03-31T20:55:40,27.81945,-97.47275,0.0,311.7,16.0,PASS CHRISTIAN,,WDE8273,31.0,12.0,23.0,10.0,,57.0,A
356466000,2022-03-31T08:00:17,28.72815,-89.36275,11.5,148.0,149.0,GINGA LYNX,IMO9442550,3EUG5,82.0,0.0,160.0,26.0,10.5,82.0,A
367619370,2022-03-31T17:22:51,28.92902,-89.94694,9.3,108.6,106.0,WHITETAIL,IMO9717307,WDH4596,90.0,0.0,61.0,14.0,4.3,70.0,A
368230010,2022-03-31T22:51:01,29.94441,-90.14222,0.0,345.4,511.0,CAPTAIN WALTER,IMO1321262,WDM7001,0.0,15.0,18.0,8.0,0.0,57.0,A
368158970,2022-03-31T20:00:07,30.3136,-87.43712,0.0,360.0,263.0,BIG EASY,IMO0000000,WDL7304,36.0,,11.0,4.0,,,B
367608860,2022-03-31T23:44:28,47.96428,-122.31693,14.6,114.0,113.0,WSF TOKITAE,IMO9720160,WDH3588,60.0,0.0,110.0,25.0,5.0,60.0,A
367170860,2022-03-31T22:43:01,46.16846,-123.91405,0.0,360.0,511.0,WRANGLER,IMO7520683,WDD6285,30.0,7.0,21.0,6.0,,30.0,A
