MMSI,mean_speed,std_speed,min_speed,max_speed,n_fixes
200000000,3.9366133,2.011238,0.0,6.5,437
203246362,7.5571427,3.8830829,0.9,14.0,49
203617400,2.1399999,2.897955,0.1,8.5,85
203875200,8.906871,1.3764609,5.9,12.4,131
205086000,0.14485714,0.19917986,0.0,1.3,350
205097000,15.884269,0.12693848,15.6,16.3,89
205760000,6.9964285,0.11049421,6.8,7.2,28
205809010,6.8199997,0.5069516,6.3,7.6,5
205847610,0.41886795,0.66706365,0.0,5.1,106
207832820,0.053108808,0.057236567,0.0,0.4,386
209087000,7.351678,4.8858366,0.0,11.5,745
209136000,0.0,0.0,0.0,0.0,416
209156000,11.964788,0.6653488,10.1,12.9,497
209182000,1.6336595,3.190587,0.0,10.0,511
209254000,0.60402685,0.25539666,0.0,1.4,596
209289000,0.37244898,0.24274233,0.1,1.3,98
209316000,10.198334,4.053435,0.0,13.4,60
209470000,4.558716,5.817086,0.0,13.0,545
209504000,0.0,0.0,0.0,0.0,3
209513000,10.360975,13.280887,0.0,30.2,410
209550000,3.0231054,4.6400714,0.0,14.2,541
209613000,10.222097,2.647991,0.0,13.3,982
209615000,0.04726841,0.055834763,0.0,0.3,421
209641000,5.5070176,0.48911715,4.2,6.4,57
209716000,4.04202,6.53941,0.0,16.0,802
209729000,14.166667,0.25166115,13.9,14.4,3
209795000,2.274074,0.39011106,1.3,3.6,459
209798000,0.017201167,0.05210519,0.0,0.3,343
209862000,14.21415,0.83807474,12.4,15.7,106
209888000,11.276895,0.2895146,10.4,12.0,805
210065000,0.0,0.0,0.0,0.0,28
210080000,0.88547766,2.2884789,0.0,9.0,785
210107000,10.901112,0.4246997,9.9,11.8,540
210195000,4.424752,5.060763,0.0,15.1,606
210217000,0.53333336,0.11547007,0.4,0.6,3
210296000,10.75,0.07071095,10.7,10.8,2
210303000,0.0066339066,0.025887616,0.0,0.2,407
210347000,0.03185012,0.05278263,0.0,0.3,427
210361000,0.00625,0.024593469,0.0,0.1,32
210581000,12.994218,0.6583475,10.5,14.2,467
210684000,0.0014492754,0.021958051,0.0,0.4,414
210786000,0.17,0.22632328,0.0,0.8,10
210959000,6.9676814,5.8447957,0.0,13.2,690
211002010,0.56097084,3.7288928,0.0,35.4,515
211105410,0.2,,0.2,0.2,1
211223160,4.961446,1.1958089,0.8,7.4,83
211256150,0.65,0.35355335,0.4,0.9,2
211331640,0.0,0.0,0.0,0.0,329
211334250,0.00625,0.024236461,0.0,0.1,400
211518890,0.0053908355,0.022614175,0.0,0.1,371
211549000,17.983334,0.1722408,17.8,18.2,6
211605910,0.111363634,0.0921977,0.0,0.4,220
211664910,0.0,0.0,0.0,0.0,429
211705870,0.03957346,0.055335797,0.0,0.5,422
211711990,2.6054409,2.8155897,0.0,8.6,533
211723180,0.024519231,0.04417664,0.0,0.2,416
211743730,0.2875,0.14384536,0.0,0.6,48
211785580,0.42624116,0.24308887,0.0,1.2,141
211835930,0.25950617,0.1847925,0.0,1.3,405
211839000,0.19426607,0.16536734,0.0,0.8,436
212040000,12.389189,0.71483636,9.8,14.1,37
212175000,0.02137592,0.04338025,0.0,0.2,407
212210000,0.03530806,0.048832204,0.0,0.2,422
212254000,9.026557,4.267326,0.0,13.0,851
212259000,,,,,0
212275000,12.21875,0.2482439,11.8,12.6,16
212282000,0.043778803,0.091790035,0.0,0.9,434
212347000,0.039036147,0.05125513,0.0,0.2,415
212352000,0.0,0.0,0.0,0.0,7
212439000,11.845988,0.597948,8.7,12.8,648
212790000,16.297745,2.744778,11.2,18.5,266
212960000,11.098684,0.6724073,9.2,13.0,76
214182695,5.414754,2.6678305,0.0,11.1,610
214182763,0.335,0.14298734,0.0,0.6,120
214182782,8.80862,0.28975758,8.1,9.5,58
215000629,0.06657682,0.07614979,0.0,0.5,371
215077000,11.596774,7.088468,0.1,20.8,403
215105000,20.388557,0.5426802,18.0,21.4,437
215137000,0.970615,3.0393653,0.0,14.4,439
215154000,0.43558824,1.5053096,0.0,10.0,340
215164000,2.7526317,2.7955217,0.5,9.0,684
215192000,13.179532,0.23810972,12.2,13.7,171
215219000,9.001697,1.7313417,5.8,12.2,1061
215225000,0.0,0.0,0.0,0.0,422
215249000,21.586666,0.16417176,21.2,21.8,15
215287000,9.169642,0.22637029,8.4,10.5,56
215347000,11.954545,2.8725624,5.3,17.3,264
215390000,0.614507,0.7296275,0.0,3.8,710
215464000,0.024285715,0.042942338,0.0,0.1,350
215478000,9.634,5.482299,0.0,13.6,100
215487000,0.12951808,0.10969272,0.0,0.6,166
215539000,0.020192308,0.38348556,0.0,7.8,416
215561000,6.8649426,3.0729752,0.0,14.6,870
215583000,19.065014,0.40455177,18.2,19.9,363
215590000,0.00023696682,0.004867924,0.0,0.1,422
215596000,0.036724567,0.055460006,0.0,0.2,403
215639000,7.94901,5.0343184,0.0,12.7,808
215685000,15.882707,0.6728728,14.4,18.1,665
215762000,10.9822,0.8431403,7.2,12.1,691
215798000,3.5966184,3.8760853,0.0,9.4,621
215801000,3.5118237,5.7704864,0.0,15.8,499
215804000,9.541245,5.6766024,0.0,14.8,851
215832000,7.490022,1.2205145,4.6,11.4,451
215869000,0.028741093,0.046859283,0.0,0.3,421
215896000,0.20045456,0.18119283,0.0,0.9,220
215920000,14.103436,1.0817875,12.8,16.0,291
215936000,10.606612,0.91321194,9.6,13.6,121
218158000,8.501153,2.6730263,5.3,13.1,1127
218427000,0.13151659,0.14759216,0.0,0.6,422
218441000,8.923692,0.24585006,8.1,9.4,688
218474000,3.1530895,4.361481,0.0,15.3,793
218643000,6.4601912,5.7135687,0.0,16.0,731
218650000,6.2537174,5.668502,0.0,12.9,538
218774000,0.23,0.21537699,0.0,0.9,440
218776000,0.108530805,0.14514543,0.0,0.7,422
219005000,5.8376503,5.453262,0.0,14.3,664
219026390,5.207143,0.7043429,3.7,6.0,14
219026702,2.1106918,2.4309864,0.0,8.1,159
219027133,14.155556,0.22007802,13.7,14.8,45
219027839,0.18825,0.15555523,0.0,0.9,400
219027876,0.1927928,0.09667208,0.0,0.7,333
219028420,11.057659,1.0724119,8.2,12.9,914
219028425,8.744651,0.71359086,8.0,11.7,215
219028429,3.45,2.3545702,0.7,6.3,16
219029122,13.752083,0.35067695,12.7,14.1,48
219029208,8.027679,6.2640815,0.0,15.8,737
219086000,7.532152,5.9340887,0.0,15.0,762
219149000,4.704637,3.294027,0.0,13.3,992
219151000,11.31883,0.7754177,9.5,13.3,855
219153000,11.48125,0.20072791,11.2,11.8,16
219155000,0.0,0.0,0.0,0.0,343
219227000,0.0016627078,0.012802168,0.0,0.1,421
219265000,9.791767,0.35573915,9.0,10.6,826
219278000,0.042923436,0.14056295,0.0,1.3,431
219289000,0.031851854,0.04769725,0.0,0.2,405
219310000,4.5259905,4.9185452,0.0,12.9,631
219414000,0.29794988,0.19924603,0.0,1.3,439
219415000,1.5573275,3.562759,0.0,12.6,464
219426000,4.569706,4.9483333,0.0,12.7,680
219432000,4.154306,4.490889,0.0,11.4,569
219683000,3.0127451,4.475864,0.0,11.5,612
220061000,6.8176365,4.3662095,0.0,12.4,550
220187000,10.7346735,4.6133037,0.0,16.2,597
220221000,0.19158879,0.21342374,0.0,0.9,428
220258000,0.04847059,0.07335469,0.0,0.8,425
220291000,18.582087,0.5428304,16.8,20.0,374
220416000,0.0,0.0,0.0,0.0,397
220561000,0.19999999,0.07856742,0.1,0.4,82
220595000,0.0012135922,0.014747939,0.0,0.2,412
220597000,0.023471884,0.052735697,0.0,0.4,409
224444000,11.569835,7.647275,0.2,18.7,789
224941000,9.723692,0.38923627,8.8,10.3,325
225987269,5.7,,5.7,5.7,1
226235000,0.23453453,1.4994104,0.0,11.1,333
227000010,0.012534819,0.050653536,0.0,0.4,1077
227055470,0.27631578,0.16180438,0.0,0.8,38
227081410,0.80129874,1.2346418,0.0,5.2,77
227109660,0.6631808,1.4685701,0.0,5.7,459
227194000,10.977432,2.151149,4.2,13.7,802
227244990,1.895652,2.4558282,0.1,6.9,46
227274670,6.8,,6.8,6.8,1
227279950,5.933333,0.25166112,5.7,6.2,3
227280290,7.4166665,1.1499534,4.4,11.2,102
227420810,1.5743456,1.9246658,0.0,6.3,191
227523670,3.05,1.3841965,0.1,5.2,16
227533980,0.6686747,1.2043546,0.1,6.0,83
227679580,1.2333333,1.7755281,0.1,5.3,9
227708220,5.1,,5.1,5.1,1
227722490,0.0,0.0,0.0,0.0,3
227806190,0.7,,0.7,0.7,1
227813010,0.03373016,0.0544181,0.0,0.3,252
227901850,5.261111,3.1587672,0.4,9.4,18
227907090,0.75333333,1.0020455,0.1,3.6,15
227961110,3.9828572,3.4041111,0.2,10.1,105
227976650,6.544375,1.5372828,2.4,10.0,160
227986490,0.014285714,0.03524537,0.0,0.1,70
228011850,6.25935,0.9604334,4.5,8.5,123
228037800,12.549999,0.21213217,12.4,12.7,2
228071090,3.2493672,3.2952726,0.0,9.4,158
228078350,0.0007575758,0.00868182,0.0,0.1,396
228335900,20.998047,3.650041,9.4,25.2,461
228337900,14.726666,0.18309507,14.2,14.9,15
228354600,0.069554456,0.09233019,0.0,0.4,404
228385600,20.505226,0.471429,19.7,21.6,287
228408700,4.1805277,4.9127173,0.0,14.5,606
229000625,0.27077922,0.18960798,0.0,1.1,308
229000821,2.6502564,2.7295892,0.0,7.6,195
229054000,7.673037,6.3089614,0.0,20.5,764
229201000,0.0,0.0,0.0,0.0,410
229248000,20.488369,0.66230124,19.2,21.4,705
229314000,0.8257669,1.3268164,0.0,9.0,326
229373000,1.0333333,2.341092,0.0,9.1,516
229376000,0.62512565,0.29974273,0.1,1.4,398
229411000,0.021399178,0.041096754,0.0,0.1,243
229446000,10.74,0.54198116,9.6,11.5,40
229464000,1.958775,1.0732913,0.0,8.3,849
229497000,0.016800001,0.03753708,0.0,0.1,125
229580000,13.217484,0.6709424,11.8,14.9,469
229603000,0.051276103,0.14640497,0.0,2.3,431
229622000,4.016057,2.4573634,1.3,9.0,1121
229626000,4.5472116,6.743682,0.0,17.9,538
229645000,0.09548532,0.07354887,0.0,0.5,443
229685000,20.224,0.29478794,19.8,20.9,25
229736000,0.05138889,0.07774686,0.0,0.5,216
229853000,13.450859,0.5596405,12.5,14.4,291
229934000,17.515385,0.25843656,16.7,18.1,260
229947000,0.06556604,0.08218736,0.0,0.3,424
229969000,7.842994,2.7775195,0.0,13.2,1042
230122980,4.82,2.368966,0.7,6.4,5
231789000,8.103352,6.29913,0.0,14.3,716
232002990,7.1629105,4.816216,0.0,12.4,426
232004833,6.565517,3.1889915,0.6,11.0,58
232006298,4.6603355,7.319783,0.0,18.5,537
232006300,17.52,0.4438465,16.9,17.9,5
232006316,9.2537565,4.8265,0.0,12.6,426
232007939,1.2993234,3.0370631,0.0,13.0,739
232010199,7.923333,0.1555382,7.7,8.2,60
232010295,0.0,0.0,0.0,0.0,284
232011910,0.25837696,0.6083155,0.0,5.7,382
232012229,0.0,0.0,0.0,0.0,431
232012490,0.06825397,0.06768167,0.0,0.7,441
232014571,4.4481335,3.7404523,0.0,10.9,991
232014818,9.850769,1.0963821,7.1,12.5,130
232016369,2.074677,3.6147337,0.0,12.4,387
232016375,0.09004524,0.26300794,0.0,3.2,221
232017867,6.575,0.9742518,5.6,7.6,4
232018309,0.20516305,0.14782889,0.0,0.7,368
232020054,12.587369,1.1078407,2.7,13.6,768
232021695,0.68,0.32710856,0.2,1.1,5
232022846,0.0,0.0,0.0,0.0,3
232023929,5.9618554,1.5997033,0.5,9.5,97
232024772,10.504012,0.8218095,5.5,12.4,324
232024773,4.509719,3.5554087,0.1,9.4,391
232025247,3.0992167,3.0445771,0.0,9.2,383
232025727,1.2526315,1.7238098,0.0,4.8,19
232026262,2.517143,3.6265333,0.0,9.2,315
232027226,6.084,7.133295,0.0,22.0,25
232028747,7.007483,2.5551684,0.0,11.4,294
232029982,4.579167,0.7077086,2.7,5.9,24
232030551,3.2940829,3.2093558,0.1,8.9,169
232031033,5.096347,1.6397543,0.0,8.4,219
232031599,0.15869017,0.14756028,0.0,0.8,397
232032072,0.00875,0.03318419,0.0,0.4,400
232032105,0.21967964,0.15198047,0.0,0.8,437
232032457,11.940351,0.430473,11.2,13.2,57
232033660,0.05,0.07071068,0.0,0.1,2
232033857,0.0,0.0,0.0,0.0,384
232034962,0.0005102041,0.007142857,0.0,0.1,196
232035170,6.0625,3.592548,0.0,15.8,184
232038795,0.00125,0.01118034,0.0,0.1,80
232038796,0.2157738,0.15670487,0.0,0.8,336
232039262,1.9427419,3.1435215,0.0,9.3,248
232039291,6.694937,3.39894,0.0,10.4,79
232039370,0.037016578,0.061015822,0.0,0.4,362
232039752,0.033333335,0.053973746,0.0,0.3,120
232066000,0.93874997,1.996758,0.0,7.6,160
232419000,1.8071429,3.5811293,0.0,11.9,294
232508000,0.010607357,0.030806355,0.0,0.1,1169
233217000,0.01124031,0.03190694,0.0,0.2,1032
233387000,0.0082397,0.0275485,0.0,0.1,267
233731000,0.0,0.0,0.0,0.0,395
233933000,0.0,0.0,0.0,0.0,429
234845000,4.228205,4.924123,0.0,11.7,78
234889000,1.9666667,3.1469562,0.1,5.6,3
235002727,0.04044944,0.055628538,0.0,0.3,267
235007630,4.9,0.70710677,4.4,5.4,2
235009020,10.235897,0.12980387,10.0,10.6,195
235022691,0.03076923,0.05237014,0.0,0.3,429
235036022,6.10378,0.9552502,3.6,9.3,291
235053116,0.0030092595,0.01710402,0.0,0.1,432
235055089,0.020742152,0.079088986,0.0,1.2,1051
235072538,0.09450867,0.06414582,0.0,0.3,346
235076272,0.058333334,0.055131145,0.0,0.3,432
235076274,4.4607797,4.626346,0.0,11.7,436
235076276,4.7702913,4.07128,0.0,11.3,515
235076282,1.8724138,3.3752792,0.0,12.8,435
235076283,0.062441316,0.07354968,0.0,0.4,426
235079977,0.0,0.0,0.0,0.0,437
235081787,0.05800866,0.056824826,0.0,0.2,231
235082136,0.02704918,0.0481679,0.0,0.2,122
235082858,0.12631579,0.19821393,0.0,0.8,38
235085199,0.033333335,0.05773503,0.0,0.1,3
235085287,0.011395349,0.03324567,0.0,0.2,430
235085999,0.0,0.0,0.0,0.0,347
235088016,0.023167849,0.04224043,0.0,0.1,423
235094625,0.0,0.0,0.0,0.0,10
235095847,0.13835979,0.16667908,0.0,1.3,378
235096399,0.044230767,0.075182036,0.0,0.3,52
235099354,2.7752066,3.7403271,0.0,11.4,121
235102349,12.804106,1.613893,3.1,14.2,828
235102519,6.540909,1.3612525,2.6,8.9,22
235103766,0.040705886,0.052883554,0.0,0.2,425
235104697,0.13675497,0.7715498,0.0,12.3,302
235106302,15.304226,0.18816635,14.1,15.8,213
235108228,0.0,0.0,0.0,0.0,9
235108361,4.483582,0.9250057,2.7,6.7,67
235108959,1.6631356,3.5291383,0.0,10.3,472
235112524,0.2,,0.2,0.2,1
235113005,0.0,0.0,0.0,0.0,16
235113768,4.7660966,5.3942485,0.0,12.6,643
235113778,5.4187675,4.3645787,0.0,12.4,714
235116332,0.016129032,0.037387826,0.0,0.1,31
235116535,0.00046403712,0.0068041016,0.0,0.1,431
235116537,2.5549865,1.0904815,0.4,5.7,1113
236111612,0.060000002,0.04982729,0.0,0.1,30
236111902,3.2940652,0.9565418,0.4,4.9,674
236112196,0.008333334,0.027674599,0.0,0.1,384
236112562,0.00952381,0.029710175,0.0,0.1,42
236112610,5.6617646,2.792958,0.1,9.7,34
236112658,1.0935484,2.0925214,0.1,8.2,62
236112682,3.3291667,2.2197688,0.1,6.6,24
236538000,0.0002762431,0.0052558836,0.0,0.1,362
236662000,11.095019,0.19358487,10.7,11.6,261
238045000,0.040366974,0.061579615,0.0,0.3,436
238047000,4.924528,2.0077643,0.1,8.2,53
238266000,9.166667,0.08164958,9.0,9.2,6
238297000,10.713402,0.9936803,8.3,12.3,873
238530940,5.2371793,2.0671694,0.0,9.5,156
240224300,0.03638191,0.050976135,0.0,0.3,995
240243000,2.0244899,2.3303194,0.2,6.9,294
240480000,0.12152589,0.11988093,0.0,0.7,367
240904000,11.88,4.175271,0.0,13.3,10
240941000,0.0004608295,0.0067805992,0.0,0.1,434
240975000,6.0545254,4.154232,0.0,10.8,906
240991000,10.826711,1.6148281,2.2,14.5,453
241075000,10.1234255,5.779495,0.0,15.6,683
241079000,3.9553506,4.553521,0.0,10.9,271
241132000,5.8290725,3.2282205,0.0,11.1,884
241139000,0.14750001,0.09274301,0.0,0.4,80
241190000,12.330142,1.2082032,7.1,13.8,919
241251000,10.909677,0.083085686,10.7,11.0,31
241256000,0.0509901,0.05387247,0.0,0.2,404
241313000,0.23912038,0.19630499,0.0,1.0,432
241326000,11.452186,0.2783002,10.7,12.3,1075
241343000,0.40220127,0.2291698,0.0,1.1,318
241409000,0.050608274,0.13692929,0.0,2.1,411
241473000,8.243146,5.3318057,0.0,12.8,693
241508000,5.488852,6.189474,0.0,14.2,601
241530000,11.356604,0.46099576,10.0,12.3,371
241574000,1.5052632,0.18064214,0.9,1.7,95
241612000,11.963057,0.35396773,11.0,13.5,157
241614000,7.9810467,3.013451,0.0,12.2,707
241631000,12.948297,0.3220979,12.2,13.5,323
241740000,2.005381,1.8868004,0.0,8.8,892
241770000,12.559499,0.47369713,11.5,13.9,558
244015787,0.51666665,0.89205086,0.0,4.4,54
244040000,12.264938,1.5164088,6.8,14.5,482
244128000,0.012405064,0.04242686,0.0,0.3,395
244128536,0.76839375,0.86050564,0.0,12.3,579
244140580,15.181916,0.29179347,13.8,16.1,553
244150212,11.236667,0.24280445,10.6,11.5,30
244170000,11.599999,0.06324549,11.5,11.7,6
244170158,0.00023529412,0.0048507126,0.0,0.1,425
244170635,4.585,2.7642915,0.0,7.4,40
244180468,0.065467626,0.09224434,0.0,0.7,139
244266000,0.100697674,0.077696905,0.0,0.5,430
244340000,2.711789,2.8439126,0.0,12.1,1213
244561000,8.479039,1.2055687,5.1,10.4,1083
244638000,0.0,0.0,0.0,0.0,73
244650099,0.0007407408,0.008585299,0.0,0.1,405
244670575,0.08632479,0.09276034,0.0,0.4,117
244674000,10.86058,0.45408416,9.3,11.9,827
244740666,4.826415,1.9440393,0.1,6.6,53
244770782,4.2200003,3.5909762,0.1,10.4,10
244780220,0.013868613,0.034625113,0.0,0.1,274
244780813,0.0143216085,0.035784367,0.0,0.2,398
244820666,0.0,0.0,0.0,0.0,421
244820899,5.1155553,2.2752578,0.1,9.3,45
244830547,0.0011857708,0.010846012,0.0,0.1,253
244850819,0.15560001,0.099338375,0.0,0.6,250
244890033,0.015449438,0.039182782,0.0,0.3,356
244900095,0.013636365,0.03512501,0.0,0.1,22
244903000,3.2613637,5.643934,0.0,16.3,528
245206000,21.34878,0.2873342,20.2,21.8,41
245227000,1.4396154,2.7458303,0.0,12.6,520
245639000,2.74709,4.5725746,0.0,12.6,378
245789000,9.740777,5.8015785,0.0,15.2,824
245854000,0.8119403,1.9184513,0.0,8.6,536
245953000,10.516176,0.24102418,10.1,11.4,68
246028000,0.0,,0.0,0.0,1
246456000,0.000456621,0.006749638,0.0,0.1,438
246494000,0.042746115,0.04953522,0.0,0.1,386
246648000,14.794405,0.8797296,13.0,17.4,858
246660000,0.1945946,0.074333884,0.1,0.4,37
246662000,15.760377,0.18328165,15.4,16.1,53
246770000,0.00678392,0.025178628,0.0,0.1,398
246887000,13.266094,2.1802404,2.3,16.4,699
246894000,0.0,0.0,0.0,0.0,329
247039270,0.1,,0.1,0.1,1
247190430,0.032352943,0.06382072,0.0,0.3,34
247228070,0.00836237,0.028964067,0.0,0.2,287
247240600,0.0056,0.023038296,0.0,0.1,250
247282900,14.913937,3.4745417,0.2,19.0,574
247301500,12.65,0.07071027,12.6,12.7,2
247310400,5.4981103,5.047029,0.0,17.3,688
247385300,11.790435,3.8316543,0.0,13.8,115
247388700,14.335447,1.7742995,0.9,16.4,962
247399000,0.1,,0.1,0.1,1
247405800,4.920677,6.5206976,0.0,15.9,561
247567000,0.27351484,0.18143767,0.0,1.0,404
248089000,0.01030445,0.03266922,0.0,0.2,427
248135000,4.8461537,6.380258,0.0,12.6,13
248152000,10.218462,0.27720267,9.8,11.4,65
248162000,13.3,0.0,13.3,13.3,2
248183000,0.0,0.0,0.0,0.0,421
248247000,0.046134662,0.06396305,0.0,0.3,401
248307000,0.0,0.0,0.0,0.0,26
248432000,5.1249523,2.731692,0.0,14.8,1046
248516000,7.897697,7.408748,0.0,18.0,608
248567000,0.0061224494,0.024004802,0.0,0.1,392
248572000,15.975955,3.0281935,1.6,18.3,262
248713000,8.661822,3.5632486,0.0,12.3,812
248728000,10.921311,0.4543253,9.9,11.9,183
248732000,0.0,0.0,0.0,0.0,3
248739000,0.45000002,0.21213204,0.3,0.6,2
248741000,7.178037,5.254732,0.0,13.3,815
248893000,13.213907,0.17128529,12.9,13.8,151
248917000,0.0,0.0,0.0,0.0,112
248974000,2.1297102,1.3336964,0.0,4.3,138
248978000,0.35146344,1.1816506,0.0,6.4,820
248993000,1.0261501,0.8270276,0.4,5.6,413
249000397,0.0,0.0,0.0,0.0,405
249029000,0.0,0.0,0.0,0.0,417
249047000,18.100643,0.4097201,16.8,18.8,311
249048000,0.4,0.18439089,0.1,0.7,11
249055000,9.737119,6.978032,0.0,17.6,590
249111000,0.0012084593,0.013429571,0.0,0.2,331
249294000,10.5,0.0,10.5,10.5,2
249335000,0.0,0.0,0.0,0.0,404
249347000,11.979227,1.7483983,1.9,13.8,207
249386000,4.3194947,4.983279,0.0,12.6,554
249401000,14.422615,1.0029607,3.0,15.1,566
249405000,13.718417,0.4094555,12.9,14.5,619
249409000,0.14158164,0.08950303,0.0,0.4,392
249551000,9.409531,5.955232,0.0,15.4,724
249579000,0.22756892,0.1508497,0.0,0.7,399
249652000,14.733219,1.3604658,7.5,15.5,584
249666000,0.004830918,0.02145916,0.0,0.1,621
249726000,0.055851065,0.107419774,0.0,0.5,376
249806000,0.0,0.0,0.0,0.0,405
249973000,13.076861,8.5682335,0.0,22.8,752
249981000,0.6669767,2.1694806,0.0,10.5,430
255721000,0.10362319,0.10650246,0.0,0.6,414
255728000,0.0,0.0,0.0,0.0,411
255790000,0.0,0.0,0.0,0.0,386
255805573,0.034909092,0.073615514,0.0,0.4,275
255805662,0.0968825,0.06588793,0.0,0.4,417
255805665,8.067307,7.9224005,1.5,19.8,208
255805676,0.0661017,0.05122691,0.0,0.2,59
255805678,0.26445496,0.20761526,0.0,1.3,422
255805854,0.9444444,0.7055337,0.3,2.3,9
255805869,2.3459184,0.214997,1.9,2.7,392
255805979,0.0,0.0,0.0,0.0,435
255805987,4.700587,4.5211463,0.0,13.1,682
255806004,13.802568,2.7866058,0.0,16.1,1090
255806027,6.792,0.6907364,6.1,8.3,150
255806031,1.9234593,0.19891728,1.3,2.6,503
255806034,2.4071162,1.7044641,0.0,9.2,1068
255806037,0.0,0.0,0.0,0.0,423
255806038,2.9365108,2.3775308,1.3,9.1,1112
255806058,0.036314365,0.05299168,0.0,0.4,369
255806059,0.11580189,0.08228601,0.0,0.4,424
255806068,10.663741,5.3042965,0.0,15.7,866
255806069,0.7433749,1.3260382,0.0,10.5,883
255806122,7.734722,6.4590435,0.0,16.4,648
255806138,4.1121993,5.1859207,0.0,12.2,582
255806154,11.1685095,1.2567625,5.1,12.8,1013
255806180,0.30507812,0.35059276,0.0,1.7,256
255806181,0.0,0.0,0.0,0.0,441
255806239,0.0,,0.0,0.0,1
255806304,0.1359091,0.09132006,0.0,0.4,220
255806371,0.0,0.0,0.0,0.0,356
255806423,0.0,0.0,0.0,0.0,407
255806430,0.2120735,1.0673436,0.0,9.2,381
255806448,0.30125314,0.2051435,0.0,1.1,399
255806456,0.0,0.0,0.0,0.0,417
255806474,4.72108,5.953519,0.0,13.3,574
255806483,0.056908667,0.08373779,0.0,0.4,427
255806498,0.11472684,0.20112003,0.0,0.9,421
255806501,0.048437502,0.06086973,0.0,0.4,384
255806521,0.021718377,0.062107384,0.0,0.3,419
256001528,0.010580205,0.030811034,0.0,0.1,293
256001533,0.036868688,0.05696362,0.0,0.3,396
256041000,6.952989,4.4814467,0.0,15.3,736
256062000,0.0,0.0,0.0,0.0,343
256332000,12.11542,0.3360857,11.3,12.7,214
256604000,7.863224,8.707372,0.0,19.6,639
256621000,8.820934,4.2432876,0.0,11.9,492
256687000,0.0018475751,0.013481979,0.0,0.1,433
256725000,0.010068847,0.030104535,0.0,0.1,1162
256763000,0.5221698,0.3185799,0.0,1.4,424
256892000,10.534351,0.89720374,9.2,13.3,524
257006530,0.033119384,0.084427,0.0,0.9,779
257020120,2.07018,4.8289223,0.0,40.3,389
257040610,0.0,0.0,0.0,0.0,186
257070110,6.86875,0.7888078,5.1,8.3,32
257076640,0.18669203,0.13680406,0.0,0.7,263
257087260,2.3476636,2.1828814,0.0,5.9,107
257088990,10.7053385,0.21433273,10.2,11.3,487
257145000,0.0,0.0,0.0,0.0,403
257290000,4.4901505,4.8470955,0.0,11.5,599
257310000,11.802381,0.19119173,11.4,12.3,126
257323000,6.692673,3.042068,0.0,12.0,1010
257326000,1.4894935,2.8900533,0.0,9.8,533
257330000,9.029443,1.3178835,1.5,11.2,377
257344000,2.8918056,3.816238,0.0,11.8,659
257350000,0.12797076,0.81535137,0.0,7.2,1094
257368000,0.028888889,0.047512375,0.0,0.2,405
257384000,11.9388895,0.28835115,11.3,12.9,108
257401000,12.235147,0.49613327,11.3,13.1,441
257435000,9.675124,3.5005262,0.0,15.6,1005
257453000,13.799999,0.14142123,13.7,13.9,2
257478000,9.982637,0.54603034,8.7,11.5,311
257481000,10.5,0.0,10.5,10.5,2
257484000,0.0020408165,0.01415726,0.0,0.1,392
257502000,4.3532624,4.18614,0.0,10.4,659
257509000,14.082963,0.61712474,10.0,15.1,945
257530000,0.0,0.0,0.0,0.0,439
257532000,1.907488,3.8731854,0.0,13.0,414
257575000,4.316302,4.5859423,0.0,15.5,822
257615000,14.559538,2.6221073,5.5,16.7,173
257652780,0.044382025,0.055125058,0.0,0.2,356
257682000,0.021463415,0.04110699,0.0,0.1,410
257714000,7.2198496,4.488969,0.0,15.0,1063
257724000,0.79,1.608029,0.0,6.5,380
257818000,5.86911,6.594454,0.0,14.0,573
257842000,11.1,0.0,11.1,11.1,2
257928000,0.32674825,1.8699449,0.0,12.7,1144
258005000,10.883694,1.5666622,9.3,15.2,693
258018280,0.21496063,0.14667797,0.0,0.9,254
258019210,5.679382,1.8206534,0.0,8.0,97
258169740,0.3,,0.3,0.3,1
258251000,12.25,0.2139373,12.0,12.7,14
258285850,2.024737,2.9641721,0.0,8.5,190
258628000,15.057693,0.37860066,14.3,15.8,26
258640000,4.46847,4.8155026,0.0,15.1,647
258669000,2.3498933,4.3404903,0.0,15.1,469
258692000,13.861749,0.35855296,11.8,14.6,366
258707000,0.9002512,0.63731563,0.0,4.0,398
258733000,0.14159292,0.6500862,0.0,5.5,452
258775000,0.047247708,0.05962907,0.0,0.3,436
258795000,2.4858675,3.7466013,0.0,12.0,559
258929000,16.708675,0.2940761,16.2,17.5,634
259005000,0.0,0.0,0.0,0.0,1155
259099000,12.587939,0.4495287,11.3,13.8,199
259135000,0.08411215,0.11164917,0.0,0.5,321
259645000,0.0005102041,0.007133717,0.0,0.1,392
259709000,10.085683,5.152627,0.0,14.7,908
259890000,0.060880195,0.062506534,0.0,0.3,409
259924000,6.084833,7.20283,0.0,16.1,600
261000770,0.14324325,0.14870448,0.0,0.9,111
261084080,0.0,0.0,0.0,0.0,38
262006000,10.848242,0.27263117,10.3,11.5,199
265651540,2.9580646,2.8927236,0.0,6.6,31
265694870,0.23054187,0.48701987,0.0,4.6,406
265703100,4.490698,3.5050857,0.0,8.5,43
265758850,0.052083332,0.050485235,0.0,0.1,48
265816730,0.0016835016,0.012887016,0.0,0.1,297
