MMSI,dark_events,last_position
367399880,1,2022-03-31 12:08:47+00:00
367400370,1,2022-03-31 17:10:45+00:00
367401320,1,2022-03-31 12:11:31+00:00
367402410,1,2022-03-31 21:53:23+00:00
367402520,1,2022-03-31 07:45:52+00:00
367402540,1,2022-03-31 22:00:55+00:00
367402550,1,2022-03-31 12:08:41+00:00
367402560,1,2022-03-31 12:08:47+00:00
367402570,1,2022-03-31 12:08:50+00:00
367402680,1,2022-03-31 12:08:43+00:00
367402690,1,2022-03-31 12:08:40+00:00
367402950,1,2022-03-31 12:09:18+00:00
367402990,1,2022-03-31 12:09:01+00:00
367405720,1,2022-03-31 12:08:47+00:00
367406030,1,2022-03-31 12:06:35+00:00
367406770,1,2022-03-31 23:22:22+00:00
367410780,1,2022-03-31 15:39:14+00:00
367412610,1,2022-03-31 12:08:46+00:00
367414110,1,2022-03-31 11:12:16+00:00
367416420,1,2022-03-31 14:54:29+00:00
367419960,1,2022-03-31 12:08:45+00:00
367420350,1,2022-03-31 21:14:17+00:00
367420450,1,2022-03-31 19:29:05+00:00
367421310,1,2022-03-31 10:51:50+00:00
367421740,1,2022-03-31 12:08:47+00:00
367422720,1,2022-03-31 14:07:31+00:00
367424310,1,2022-03-31 12:09:09+00:00
367425520,1,2022-03-31 12:12:39+00:00
367427540,1,2022-03-31 12:22:00+00:00
367429570,1,2022-03-31 19:02:29+00:00
367430210,1,2022-03-31 12:08:44+00:00
367430290,1,2022-03-31 12:09:54+00:00
367431280,1,2022-03-31 17:35:42+00:00
367431550,1,2022-03-31 12:08:44+00:00
367433570,1,2022-03-31 12:08:48+00:00
367433620,1,2022-03-31 12:08:40+00:00
367433690,1,2022-03-31 12:08:56+00:00
367433990,1,2022-03-31 12:08:40+00:00
367434080,2,2022-03-31 23:35:59+00:00
367434360,1,2022-03-31 16:37:58+00:00
367438630,1,2022-03-31 20:44:36+00:00
367438710,1,2022-03-31 12:49:23+00:00
367439490,1,2022-03-31 21:43:33+00:00
367441020,1,2022-03-31 08:44:14+00:00
367444540,1,2022-03-31 12:54:46+00:00
367451090,2,2022-03-31 23:51:46+00:00
367451270,1,2022-03-31 12:08:55+00:00
367451720,1,2022-03-31 16:09:09+00:00
367452870,1,2022-03-31 12:08:40+00:00
367454680,1,2022-03-31 23:27:57+00:00
367455770,1,2022-03-31 14:07:54+00:00
367456680,1,2022-03-31 12:08:53+00:00
367456750,1,2022-03-31 17:28:06+00:00
367456820,1,2022-03-31 22:22:44+00:00
367456880,1,2022-03-31 12:08:44+00:00
367456920,1,2022-03-31 12:08:51+00:00
367456930,1,2022-03-31 12:08:42+00:00
367456960,1,2022-03-31 09:14:04+00:00
367458590,1,2022-03-31 15:19:45+00:00
367458790,1,2022-03-31 19:05:57+00:00
367461340,1,2022-03-31 12:08:51+00:00
367469020,1,2022-03-31 12:08:44+00:00
367471360,2,2022-03-31 21:36:08+00:00
367471440,1,2022-03-31 12:09:25+00:00
367471820,1,2022-03-31 12:08:43+00:00
367471930,1,2022-03-31 12:08:42+00:00
367473630,1,2022-03-31 13:33:22+00:00
367475170,1,2022-03-31 20:04:52+00:00
367475440,1,2022-03-31 12:09:02+00:00
367476930,1,2022-03-31 10:17:31+00:00
367477880,1,2022-03-31 23:44:20+00:00
367481630,1,2022-03-31 09:16:49+00:00
367482250,1,2022-03-31 09:23:07+00:00
367485830,1,2022-03-31 22:12:39+00:00
367486930,1,2022-03-31 12:43:02+00:00
367487290,1,2022-03-31 12:08:47+00:00
367487360,1,2022-03-31 12:08:41+00:00
367491060,1,2022-03-31 20:43:11+00:00
367491860,1,2022-03-31 12:08:41+00:00
367493870,1,2022-03-31 12:08:46+00:00
367496750,1,2022-03-31 12:30:54+00:00
367498110,1,2022-03-31 12:08:47+00:00
367498350,1,2022-03-31 12:08:45+00:00
367498360,1,2022-03-31 12:08:55+00:00
367500650,1,2022-03-31 13:03:14+00:00
367500880,1,2022-03-31 12:08:40+00:00
367501540,1,2022-03-31 21:57:28+00:00
367502040,1,2022-03-31 20:47:18+00:00
367503540,1,2022-03-31 12:08:39+00:00
367504420,1,2022-03-31 14:22:52+00:00
367504950,1,2022-03-31 12:08:47+00:00
367505380,1,2022-03-31 12:08:45+00:00
367505510,1,2022-03-31 12:08:41+00:00
367505630,1,2022-03-31 07:30:52+00:00
367505660,1,2022-03-31 12:08:45+00:00
367505750,1,2022-03-31 12:08:40+00:00
367505770,1,2022-03-31 12:08:42+00:00
367506270,1,2022-03-31 21:28:45+00:00
367507080,2,2022-03-31 21:18:39+00:00
367507690,1,2022-03-31 12:08:41+00:00
367511370,1,2022-03-31 12:09:36+00:00
367512640,1,2022-03-31 19:48:21+00:00
367512930,1,2022-03-31 12:08:47+00:00
367513120,1,2022-03-31 17:55:54+00:00
367514620,1,2022-03-31 12:08:44+00:00
367514630,1,2022-03-31 17:38:41+00:00
367514640,1,2022-03-31 12:08:41+00:00
367517730,1,2022-03-31 12:08:39+00:00
367517810,1,2022-03-31 12:10:09+00:00
367517960,1,2022-03-31 21:00:47+00:00
367518480,1,2022-03-31 16:32:01+00:00
367518780,1,2022-03-31 11:31:04+00:00
367519170,1,2022-03-31 23:19:09+00:00
367519290,1,2022-03-31 11:37:57+00:00
367520810,1,2022-03-31 12:08:44+00:00
367522010,1,2022-03-31 23:59:29+00:00
367522170,1,2022-03-31 14:02:24+00:00
367522240,1,2022-03-31 12:08:48+00:00
367523350,1,2022-03-31 18:50:28+00:00
367524680,1,2022-03-31 12:08:47+00:00
367525380,1,2022-03-31 12:08:39+00:00
367526160,1,2022-03-31 12:08:43+00:00
367526170,1,2022-03-31 12:08:43+00:00
367526550,1,2022-03-31 12:08:42+00:00
367526570,1,2022-03-31 12:08:46+00:00
367530230,1,2022-03-31 12:08:41+00:00
367530490,1,2022-03-31 15:11:20+00:00
367530760,1,2022-03-31 12:27:16+00:00
367532570,1,2022-03-31 12:08:42+00:00
367532820,1,2022-03-31 12:08:47+00:00
367533040,1,2022-03-31 12:22:21+00:00
367533050,1,2022-03-31 23:30:43+00:00
367535280,1,2022-03-31 23:25:34+00:00
367535850,1,2022-03-31 10:01:44+00:00
367536290,1,2022-03-31 12:08:43+00:00
367536660,1,2022-03-31 12:08:45+00:00
367537770,1,2022-03-31 12:08:46+00:00
367539060,1,2022-03-31 12:08:43+00:00
367539140,1,2022-03-31 12:08:39+00:00
367539160,1,2022-03-31 12:08:49+00:00
367539420,1,2022-03-31 20:45:27+00:00
367541740,1,2022-03-31 23:03:37+00:00
367542390,1,2022-03-31 12:08:46+00:00
367543810,1,2022-03-31 12:08:41+00:00
367544060,2,2022-03-31 19:20:19+00:00
367544950,1,2022-03-31 12:08:40+00:00
367547820,1,2022-03-31 07:08:03+00:00
367550510,1,2022-03-31 12:08:40+00:00
367550980,1,2022-03-31 10:09:07+00:00
367551640,1,2022-03-31 14:49:35+00:00
367552680,1,2022-03-31 09:50:59+00:00
367554160,1,2022-03-31 21:45:43+00:00
367554950,1,2022-03-31 12:08:46+00:00
367556020,2,2022-03-31 22:08:47+00:00
367556250,1,2022-03-31 12:08:47+00:00
367556370,1,2022-03-31 12:23:48+00:00
367562360,1,2022-03-31 21:40:32+00:00
367564930,1,2022-03-31 12:40:54+00:00
367564940,1,2022-03-31 13:21:54+00:00
367564950,1,2022-03-31 12:08:44+00:00
367567590,1,2022-03-31 12:08:44+00:00
367568250,1,2022-03-31 13:43:59+00:00
367569680,1,2022-03-31 18:14:35+00:00
367571670,1,2022-03-31 12:08:44+00:00
367575120,1,2022-03-31 12:08:48+00:00
367580190,1,2022-03-31 13:23:45+00:00
367580310,1,2022-03-31 12:33:19+00:00
367580880,1,2022-03-31 12:08:57+00:00
367580930,1,2022-03-31 18:08:16+00:00
367582840,1,2022-03-31 17:29:31+00:00
367585510,1,2022-03-31 12:08:40+00:00
367586510,1,2022-03-31 12:09:42+00:00
367588620,1,2022-03-31 22:04:39+00:00
367589050,1,2022-03-31 12:08:40+00:00
367590310,1,2022-03-31 10:23:49+00:00
367591990,1,2022-03-31 12:06:14+00:00
367592590,1,2022-03-31 10:51:36+00:00
367595460,1,2022-03-31 12:08:50+00:00
367595620,1,2022-03-31 21:32:56+00:00
367595750,1,2022-03-31 16:06:53+00:00
367596190,1,2022-03-31 16:03:22+00:00
367596840,1,2022-03-31 07:36:30+00:00
367598120,1,2022-03-31 14:02:13+00:00
367598950,1,2022-03-31 12:08:41+00:00
367598960,1,2022-03-31 12:08:55+00:00
367599780,1,2022-03-31 12:08:43+00:00
367600870,1,2022-03-31 12:08:40+00:00
367601060,1,2022-03-31 12:08:44+00:00
367604920,1,2022-03-31 12:08:46+00:00
367606270,1,2022-03-31 17:12:01+00:00
367606840,1,2022-03-31 21:34:59+00:00
367606910,1,2022-03-31 12:18:10+00:00
367610280,1,2022-03-31 12:08:47+00:00
367610510,1,2022-03-31 10:34:09+00:00
367611420,1,2022-03-31 12:09:05+00:00
367614550,1,2022-03-31 18:38:55+00:00
367614749,1,2022-03-31 12:08:39+00:00
367619240,1,2022-03-31 14:03:11+00:00
367625540,1,2022-03-31 12:14:08+00:00
367628210,1,2022-03-31 12:34:56+00:00
367629250,1,2022-03-31 23:09:42+00:00
367632910,1,2022-03-31 12:08:46+00:00
367635360,1,2022-03-31 13:48:49+00:00
367637420,1,2022-03-31 17:16:37+00:00
367637920,1,2022-03-31 22:52:07+00:00
367637980,1,2022-03-31 12:08:43+00:00
367638010,1,2022-03-31 12:08:47+00:00
367638040,1,2022-03-31 12:08:41+00:00
367638080,1,2022-03-31 09:07:44+00:00
367638110,1,2022-03-31 13:21:06+00:00
367638120,1,2022-03-31 12:08:44+00:00
367638240,1,2022-03-31 12:08:43+00:00
367638710,1,2022-03-31 11:33:07+00:00
367641230,1,2022-03-31 23:00:48+00:00
367641290,2,2022-03-31 23:18:35+00:00
367641590,1,2022-03-31 12:08:49+00:00
367641610,1,2022-03-31 11:07:58+00:00
367641640,1,2022-03-31 12:08:47+00:00
367641650,1,2022-03-31 12:08:47+00:00
367641670,1,2022-03-31 12:08:53+00:00
367642130,1,2022-03-31 23:37:03+00:00
367643270,1,2022-03-31 10:37:30+00:00
367643350,1,2022-03-31 12:08:44+00:00
367643990,1,2022-03-31 08:09:38+00:00
367644590,1,2022-03-31 12:10:36+00:00
367645470,1,2022-03-31 12:10:10+00:00
367645970,1,2022-03-31 12:09:24+00:00
367648680,2,2022-03-31 15:12:04+00:00
367649810,1,2022-03-31 12:17:33+00:00
367651440,1,2022-03-31 09:01:07+00:00
367652000,1,2022-03-31 17:17:33+00:00
367652650,1,2022-03-31 11:24:51+00:00
367653290,1,2022-03-31 12:08:43+00:00
367654060,1,2022-03-31 12:09:28+00:00
367654260,1,2022-03-31 12:06:13+00:00
367654290,1,2022-03-31 12:08:41+00:00
367654590,1,2022-03-31 16:29:03+00:00
367655340,1,2022-03-31 12:08:49+00:00
367655380,1,2022-03-31 15:10:31+00:00
367658860,1,2022-03-31 19:51:04+00:00
367659990,1,2022-03-31 12:33:05+00:00
367662110,1,2022-03-31 20:41:19+00:00
367662450,1,2022-03-31 21:58:32+00:00
367664890,1,2022-03-31 12:08:46+00:00
367665030,1,2022-03-31 23:59:26+00:00
367665130,1,2022-03-31 12:08:48+00:00
367665350,1,2022-03-31 12:08:41+00:00
367665370,1,2022-03-31 12:08:50+00:00
367665380,1,2022-03-31 12:10:41+00:00
367665390,1,2022-03-31 12:08:43+00:00
367666530,1,2022-03-31 12:08:44+00:00
367667140,1,2022-03-31 13:18:25+00:00
367670110,1,2022-03-31 13:07:44+00:00
367670970,1,2022-03-31 20:43:38+00:00
367673980,1,2022-03-31 23:36:23+00:00
367675470,1,2022-03-31 12:08:46+00:00
367675490,1,2022-03-31 12:08:44+00:00
367675910,1,2022-03-31 12:24:08+00:00
367678150,1,2022-03-31 12:09:09+00:00
367679660,1,2022-03-31 09:57:47+00:00
367680650,1,2022-03-31 12:55:28+00:00
367681150,1,2022-03-31 12:08:58+00:00
367681460,1,2022-03-31 12:08:41+00:00
367681480,1,2022-03-31 12:08:41+00:00
367682480,1,2022-03-31 18:38:03+00:00
367683550,1,2022-03-31 12:25:26+00:00
367683560,1,2022-03-31 12:08:45+00:00
367684090,1,2022-03-31 12:08:45+00:00
367684360,1,2022-03-31 12:08:49+00:00
367684950,1,2022-03-31 12:08:43+00:00
367685130,1,2022-03-31 12:08:48+00:00
367685610,1,2022-03-31 12:08:41+00:00
367685620,1,2022-03-31 12:08:42+00:00
367685630,1,2022-03-31 20:20:19+00:00
367687870,1,2022-03-31 12:08:43+00:00
367689760,1,2022-03-31 12:08:46+00:00
367689770,1,2022-03-31 12:08:48+00:00
367689990,1,2022-03-31 18:15:44+00:00
367690810,1,2022-03-31 21:04:47+00:00
367692540,1,2022-03-31 22:59:04+00:00
367692910,1,2022-03-31 12:08:42+00:00
367693030,1,2022-03-31 12:11:12+00:00
367694160,1,2022-03-31 12:08:40+00:00
367694650,1,2022-03-31 16:01:14+00:00
367697130,1,2022-03-31 12:08:43+00:00
367701380,2,2022-03-31 21:37:03+00:00
367701960,1,2022-03-31 12:08:45+00:00
367702000,1,2022-03-31 21:56:05+00:00
367702010,1,2022-03-31 12:08:49+00:00
367702070,1,2022-03-31 13:22:12+00:00
367702080,1,2022-03-31 12:08:46+00:00
367702110,1,2022-03-31 19:56:08+00:00
367702120,1,2022-03-31 18:50:19+00:00
367702130,1,2022-03-31 20:29:10+00:00
367702230,2,2022-03-31 20:00:26+00:00
367702280,1,2022-03-31 18:44:51+00:00
367702310,1,2022-03-31 12:11:21+00:00
367702360,1,2022-03-31 12:08:40+00:00
367702450,1,2022-03-31 12:08:47+00:00
367702890,1,2022-03-31 12:18:54+00:00
367702960,1,2022-03-31 21:01:40+00:00
367703060,1,2022-03-31 10:38:45+00:00
367705350,1,2022-03-31 18:54:45+00:00
367705810,1,2022-03-31 15:49:14+00:00
367706810,1,2022-03-31 12:13:20+00:00
367708110,1,2022-03-31 21:40:51+00:00
367708380,1,2022-03-31 11:07:48+00:00
367708880,1,2022-03-31 08:43:53+00:00
367709190,1,2022-03-31 12:08:40+00:00
367709780,1,2022-03-31 10:54:08+00:00
367710240,1,2022-03-31 12:08:48+00:00
367710280,1,2022-03-31 12:08:40+00:00
367710420,1,2022-03-31 12:08:47+00:00
367710550,1,2022-03-31 15:59:28+00:00
367712090,1,2022-03-31 15:14:01+00:00
367712160,1,2022-03-31 12:08:40+00:00
367712170,1,2022-03-31 12:08:48+00:00
367712180,1,2022-03-31 12:08:40+00:00
367712710,1,2022-03-31 23:59:16+00:00
367712840,1,2022-03-31 12:08:46+00:00
367712860,1,2022-03-31 13:53:15+00:00
367713710,2,2022-03-31 20:30:15+00:00
367714490,1,2022-03-31 12:08:43+00:00
367714520,1,2022-03-31 12:08:48+00:00
367714780,1,2022-03-31 20:07:23+00:00
367715330,1,2022-03-31 10:31:19+00:00
367716410,1,2022-03-31 12:08:48+00:00
367716740,1,2022-03-31 12:08:42+00:00
367717180,1,2022-03-31 12:08:48+00:00
367717260,1,2022-03-31 19:07:27+00:00
367717380,1,2022-03-31 12:08:41+00:00
367717440,1,2022-03-31 12:08:49+00:00
367718490,1,2022-03-31 12:08:47+00:00
367719060,1,2022-03-31 12:08:42+00:00
367719640,1,2022-03-31 22:45:57+00:00
367720810,1,2022-03-31 23:58:46+00:00
367721010,1,2022-03-31 09:30:37+00:00
367721050,1,2022-03-31 12:08:45+00:00
367721790,1,2022-03-31 12:08:42+00:00
367723550,1,2022-03-31 12:08:47+00:00
367724160,1,2022-03-31 12:08:48+00:00
367726830,1,2022-03-31 16:42:33+00:00
367729030,1,2022-03-31 12:08:44+00:00
367730340,1,2022-03-31 20:20:27+00:00
367734980,1,2022-03-31 17:40:12+00:00
367739310,1,2022-03-31 21:27:55+00:00
367741480,1,2022-03-31 10:30:04+00:00
367742990,1,2022-03-31 22:07:15+00:00
367743020,1,2022-03-31 12:08:46+00:00
367743370,1,2022-03-31 12:08:49+00:00
367744570,1,2022-03-31 12:08:42+00:00
367744840,1,2022-03-31 12:11:49+00:00
367745320,1,2022-03-31 15:37:01+00:00
367749350,1,2022-03-31 12:08:50+00:00
367750340,1,2022-03-31 12:09:01+00:00
367751540,1,2022-03-31 18:36:28+00:00
367753870,1,2022-03-31 17:49:47+00:00
367755550,1,2022-03-31 12:08:45+00:00
367756630,1,2022-03-31 23:24:51+00:00
367758310,1,2022-03-31 12:08:43+00:00
367758960,1,2022-03-31 12:08:50+00:00
367759740,1,2022-03-31 16:48:49+00:00
367759850,1,2022-03-31 12:08:43+00:00
367759860,1,2022-03-31 12:08:43+00:00
367761750,1,2022-03-31 12:59:13+00:00
367761860,1,2022-03-31 20:22:46+00:00
367761990,1,2022-03-31 11:40:25+00:00
367762120,1,2022-03-31 13:49:49+00:00
367762230,1,2022-03-31 12:08:43+00:00
367762880,1,2022-03-31 12:08:42+00:00
367765240,1,2022-03-31 12:45:36+00:00
367765490,1,2022-03-31 12:08:48+00:00
367765690,1,2022-03-31 12:54:00+00:00
367765950,1,2022-03-31 23:19:32+00:00
367768720,1,2022-03-31 12:08:43+00:00
367770480,1,2022-03-31 12:08:46+00:00
367771860,1,2022-03-31 12:08:46+00:00
367773150,1,2022-03-31 15:22:00+00:00
367776280,1,2022-03-31 14:12:40+00:00
367776410,1,2022-03-31 12:13:51+00:00
367779120,1,2022-03-31 12:08:43+00:00
367779540,1,2022-03-31 08:55:03+00:00
367779550,1,2022-03-31 09:23:39+00:00
367780050,1,2022-03-31 12:08:46+00:00
367780350,1,2022-03-31 12:08:41+00:00
367781330,1,2022-03-31 12:08:43+00:00
367782270,1,2022-03-31 12:08:58+00:00
367782690,1,2022-03-31 10:36:36+00:00
367784630,1,2022-03-31 08:45:15+00:00
367784640,1,2022-03-31 09:57:09+00:00
367784840,1,2022-03-31 09:05:26+00:00
367786680,1,2022-03-31 12:09:21+00:00
367788090,1,2022-03-31 13:05:49+00:00
367790830,1,2022-03-31 09:57:20+00:00
367791140,1,2022-03-31 09:05:04+00:00
367791530,1,2022-03-31 22:42:54+00:00
367793240,1,2022-03-31 12:08:44+00:00
367793490,1,2022-03-31 12:08:41+00:00
367794450,1,2022-03-31 12:08:41+00:00
367794470,1,2022-03-31 09:19:13+00:00
367795630,1,2022-03-31 15:43:44+00:00
367796190,1,2022-03-31 20:50:39+00:00
367796530,1,2022-03-31 21:30:23+00:00
367797260,1,2022-03-31 09:13:36+00:00
367797440,1,2022-03-31 12:08:48+00:00
367798420,1,2022-03-31 10:00:03+00:00
367798430,1,2022-03-31 08:33:09+00:00
367940000,1,2022-03-31 22:36:00+00:00
368002250,1,2022-03-31 12:11:26+00:00
368004000,1,2022-03-31 21:46:21+00:00
368004120,1,2022-03-31 08:57:07+00:00
368004310,1,2022-03-31 12:08:41+00:00
368004350,1,2022-03-31 12:08:45+00:00
368004570,1,2022-03-31 21:15:18+00:00
368004920,1,2022-03-31 12:08:42+00:00
368005180,1,2022-03-31 19:46:00+00:00
368005890,1,2022-03-31 12:08:46+00:00
368006070,1,2022-03-31 21:27:56+00:00
368006280,1,2022-03-31 17:54:41+00:00
368006520,1,2022-03-31 12:49:52+00:00
368006590,1,2022-03-31 12:08:44+00:00
368009420,1,2022-03-31 12:08:42+00:00
368009850,1,2022-03-31 21:25:40+00:00
368009880,2,2022-03-31 22:11:25+00:00
368010090,1,2022-03-31 12:08:40+00:00
368010430,1,2022-03-31 12:08:42+00:00
368010680,1,2022-03-31 16:58:55+00:00
368010960,1,2022-03-31 12:08:48+00:00
368014850,1,2022-03-31 12:08:45+00:00
368016910,1,2022-03-31 17:37:27+00:00
368017750,1,2022-03-31 12:08:42+00:00
368019060,1,2022-03-31 12:08:42+00:00
368020390,1,2022-03-31 12:08:41+00:00
368020640,1,2022-03-31 12:08:46+00:00
368021030,1,2022-03-31 11:22:53+00:00
368021550,1,2022-03-31 12:57:39+00:00
368021860,1,2022-03-31 12:26:34+00:00
368024090,1,2022-03-31 13:57:03+00:00
368024780,1,2022-03-31 12:08:39+00:00
368024790,1,2022-03-31 12:08:44+00:00
368031260,1,2022-03-31 15:09:32+00:00
368031980,1,2022-03-31 12:09:49+00:00
368032620,1,2022-03-31 12:08:50+00:00
368033540,1,2022-03-31 12:08:40+00:00
368034540,1,2022-03-31 12:08:42+00:00
368034910,1,2022-03-31 09:57:11+00:00
368034930,1,2022-03-31 12:08:42+00:00
368035730,1,2022-03-31 10:59:36+00:00
368036250,1,2022-03-31 12:08:48+00:00
368037610,1,2022-03-31 07:48:06+00:00
368038040,1,2022-03-31 12:08:44+00:00
368038080,1,2022-03-31 08:17:25+00:00
368039230,1,2022-03-31 11:15:01+00:00
368040150,1,2022-03-31 15:20:33+00:00
368043840,1,2022-03-31 22:14:10+00:00
368045340,1,2022-03-31 12:08:46+00:00
368046120,1,2022-03-31 12:08:47+00:00
368047610,1,2022-03-31 12:08:46+00:00
368048110,1,2022-03-31 12:08:43+00:00
368049530,1,2022-03-31 21:54:30+00:00
368049750,1,2022-03-31 12:08:43+00:00
368051230,1,2022-03-31 08:15:07+00:00
368051270,1,2022-03-31 12:28:04+00:00
368052660,1,2022-03-31 12:08:39+00:00
368053680,1,2022-03-31 12:08:39+00:00
368054020,1,2022-03-31 12:08:44+00:00
368056920,1,2022-03-31 12:08:41+00:00
368058970,1,2022-03-31 10:04:00+00:00
368059470,1,2022-03-31 12:08:42+00:00
368062680,1,2022-03-31 14:04:13+00:00
368063440,1,2022-03-31 11:53:32+00:00
368063470,1,2022-03-31 23:58:49+00:00
368063890,1,2022-03-31 12:08:46+00:00
368065320,1,2022-03-31 17:40:10+00:00
368065990,1,2022-03-31 12:08:49+00:00
368066130,1,2022-03-31 11:38:46+00:00
368066840,1,2022-03-31 12:08:40+00:00
368067550,1,2022-03-31 10:47:13+00:00
368067690,1,2022-03-31 12:08:41+00:00
368068550,1,2022-03-31 13:59:06+00:00
368070570,1,2022-03-31 12:08:42+00:00
368070620,1,2022-03-31 12:08:41+00:00
368070870,1,2022-03-31 12:19:19+00:00
368072090,1,2022-03-31 12:11:44+00:00
368076460,1,2022-03-31 12:08:46+00:00
368076480,1,2022-03-31 12:08:44+00:00
368076940,2,2022-03-31 21:52:09+00:00
368078640,1,2022-03-31 23:17:17+00:00
368079660,1,2022-03-31 11:40:32+00:00
368080560,1,2022-03-31 15:53:26+00:00
368081160,1,2022-03-31 09:15:17+00:00
368083040,1,2022-03-31 12:12:46+00:00
368084040,1,2022-03-31 12:08:51+00:00
368085730,1,2022-03-31 20:57:04+00:00
368087690,1,2022-03-31 17:39:51+00:00
368089370,1,2022-03-31 20:26:27+00:00
368095060,1,2022-03-31 10:35:25+00:00
368098220,1,2022-03-31 12:10:51+00:00
368098250,1,2022-03-31 20:14:11+00:00
368103540,1,2022-03-31 12:08:41+00:00
368103560,1,2022-03-31 12:08:40+00:00
368103770,1,2022-03-31 21:51:43+00:00
368104420,1,2022-03-31 21:55:06+00:00
368106230,1,2022-03-31 12:42:49+00:00
368106730,1,2022-03-31 12:08:53+00:00
368107220,1,2022-03-31 21:53:37+00:00
368107910,1,2022-03-31 14:15:40+00:00
368109220,2,2022-03-31 22:06:14+00:00
368110230,1,2022-03-31 12:08:47+00:00
368110240,1,2022-03-31 22:47:52+00:00
368110680,1,2022-03-31 23:15:05+00:00
368111750,1,2022-03-31 12:12:25+00:00
368115350,1,2022-03-31 10:06:00+00:00
368116240,1,2022-03-31 16:49:37+00:00
368117360,1,2022-03-31 21:58:14+00:00
368117720,1,2022-03-31 12:08:45+00:00
368118120,1,2022-03-31 14:24:28+00:00
368120140,1,2022-03-31 12:08:50+00:00
368120450,1,2022-03-31 12:32:29+00:00
368120530,1,2022-03-31 12:08:50+00:00
368122350,1,2022-03-31 16:57:25+00:00
368122840,1,2022-03-31 21:27:05+00:00
368123123,1,2022-03-31 12:08:40+00:00
368123150,1,2022-03-31 12:06:08+00:00
368123960,1,2022-03-31 12:08:42+00:00
368124370,1,2022-03-31 21:43:57+00:00
368125080,1,2022-03-31 15:39:33+00:00
368127630,1,2022-03-31 15:01:04+00:00
368127670,1,2022-03-31 23:59:17+00:00
368128190,1,2022-03-31 23:45:21+00:00
368128950,1,2022-03-31 12:08:46+00:00
368131070,1,2022-03-31 12:08:48+00:00
368131080,1,2022-03-31 11:17:38+00:00
368133120,1,2022-03-31 10:08:52+00:00
368134280,1,2022-03-31 12:08:45+00:00
368138040,1,2022-03-31 12:08:45+00:00
368139270,1,2022-03-31 22:02:58+00:00
368139280,1,2022-03-31 11:01:42+00:00
368140240,1,2022-03-31 17:22:25+00:00
368141080,1,2022-03-31 20:11:33+00:00
368152730,1,2022-03-31 10:05:07+00:00
368152930,1,2022-03-31 07:32:47+00:00
368157130,1,2022-03-31 12:08:42+00:00
368157390,1,2022-03-31 14:38:38+00:00
368157750,1,2022-03-31 16:54:01+00:00
368157950,1,2022-03-31 10:57:03+00:00
368158550,1,2022-03-31 18:11:58+00:00
368158760,1,2022-03-31 18:42:49+00:00
368158940,1,2022-03-31 12:10:08+00:00
368159010,2,2022-03-31 23:19:15+00:00
368159130,1,2022-03-31 15:21:18+00:00
368159880,1,2022-03-31 12:08:44+00:00
368159920,1,2022-03-31 12:08:44+00:00
368163520,1,2022-03-31 15:35:54+00:00
368163710,1,2022-03-31 12:09:05+00:00
368164540,1,2022-03-31 22:01:42+00:00
368166850,1,2022-03-31 17:23:01+00:00
368167230,1,2022-03-31 12:08:47+00:00
368167250,1,2022-03-31 12:08:48+00:00
368167350,1,2022-03-31 12:08:44+00:00
368169460,1,2022-03-31 12:08:44+00:00
368170010,1,2022-03-31 12:08:40+00:00
368171660,1,2022-03-31 13:07:24+00:00
368171970,1,2022-03-31 23:33:28+00:00
368172370,1,2022-03-31 23:22:58+00:00
368172470,1,2022-03-31 12:08:42+00:00
368173140,1,2022-03-31 12:08:47+00:00
368174560,1,2022-03-31 19:34:13+00:00
368176610,1,2022-03-31 12:09:07+00:00
368176640,1,2022-03-31 19:08:44+00:00
368179440,2,2022-03-31 21:24:08+00:00
368179690,1,2022-03-31 18:51:45+00:00
368179830,1,2022-03-31 12:09:13+00:00
368180640,1,2022-03-31 12:08:40+00:00
368181760,1,2022-03-31 16:55:32+00:00
368183590,1,2022-03-31 12:08:41+00:00
368184920,1,2022-03-31 17:54:28+00:00
368185380,1,2022-03-31 22:39:37+00:00
368185530,1,2022-03-31 17:02:50+00:00
368185620,1,2022-03-31 15:05:36+00:00
368188920,1,2022-03-31 12:08:49+00:00
368191790,1,2022-03-31 16:25:02+00:00
368192230,1,2022-03-31 12:08:55+00:00
368194250,1,2022-03-31 12:14:04+00:00
368200430,1,2022-03-31 12:12:22+00:00
368200880,1,2022-03-31 22:17:06+00:00
368201230,1,2022-03-31 23:11:12+00:00
368202180,1,2022-03-31 15:11:57+00:00
368203470,1,2022-03-31 08:55:24+00:00
368203650,1,2022-03-31 12:09:13+00:00
368206360,1,2022-03-31 11:38:31+00:00
368206680,1,2022-03-31 12:23:41+00:00
368207090,1,2022-03-31 21:40:50+00:00
368209020,1,2022-03-31 14:31:04+00:00
368209740,1,2022-03-31 23:57:35+00:00
368212550,1,2022-03-31 15:19:56+00:00
368213680,1,2022-03-31 20:59:23+00:00
368215830,1,2022-03-31 12:45:25+00:00
368217520,1,2022-03-31 10:33:02+00:00
368217650,1,2022-03-31 12:58:39+00:00
368220470,1,2022-03-31 12:43:49+00:00
368222160,1,2022-03-31 12:08:46+00:00
368223330,2,2022-03-31 22:50:40+00:00
368224110,1,2022-03-31 12:08:43+00:00
368224220,1,2022-03-31 16:16:01+00:00
368224820,1,2022-03-31 12:40:45+00:00
368227050,1,2022-03-31 19:25:45+00:00
368228320,1,2022-03-31 14:09:23+00:00
